agent_role,tool_name,action_type,data_sensitivity,destination_category,timestamp_norm,mean_sensitivity,max_sensitivity,mean_destination,max_destination,prev_tool_count,prev_sensitive_reads,prev_external_transmits,prev_risky_actions,max_prev_risk,cumulative_risk,task_type,agent_count,label,trajectory_id
3,7,1,0,0,0.6667,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,2,2,0,16
1,1,0,1,1,0.8333,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,2,2,0,17
2,2,0,0,1,1.0,0.2,1.0,0.4,1.0,5,1,0,1,0.5,0.2,2,2,0,18
2,6,1,1,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,2,0,19
1,2,0,0,1,0.2222,1.0,1.0,0.0,0.0,1,1,0,1,0.0,1.0,2,2,0,20
3,2,0,0,0,0.3333,0.5,1.0,0.5,1.0,2,1,0,1,0.5,0.5,2,2,0,21
3,6,1,0,1,0.4444,0.3333333333333333,1.0,0.3333333333333333,1.0,3,1,0,1,0.5,0.3333333333333333,2,2,0,22
1,7,1,0,1,0.5556,0.25,1.0,0.5,1.0,4,1,0,1,0.5,0.25,2,2,0,23
1,1,0,0,1,0.6667,0.2,1.0,0.6,1.0,5,1,0,1,0.5,0.2,2,2,0,24
2,7,1,0,0,0.7778,0.16666666666666666,1.0,0.6666666666666666,1.0,6,1,0,1,0.5,0.16666666666666666,2,2,0,25
2,7,1,0,0,0.8889,0.14285714285714285,1.0,0.5714285714285714,1.0,7,1,0,1,0.5,0.14285714285714285,2,2,0,26
1,0,0,0,0,1.0,0.125,1.0,0.5,1.0,8,1,0,1,0.5,0.125,2,2,0,27
1,2,0,0,0,0.1667,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,4,0,28
3,2,0,1,1,0.3333,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,2,4,0,29
3,0,0,1,0,0.5,0.5,1.0,0.5,1.0,2,1,0,1,0.5,0.5,2,4,0,30
3,7,1,0,0,0.6667,0.6666666666666666,1.0,0.3333333333333333,1.0,3,2,0,2,0.5,0.6666666666666666,2,4,0,31
1,7,1,1,1,0.8333,0.5,1.0,0.25,1.0,4,2,0,2,0.5,0.5,2,4,0,32
1,7,1,0,0,1.0,0.6,1.0,0.4,1.0,5,3,0,3,0.5,0.6,2,4,0,33
1,1,0,1,1,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3,0,34
1,6,1,1,1,0.4,1.0,1.0,1.0,1.0,1,1,0,1,0.5,1.0,2,3,0,35
3,1,0,0,0,0.6,1.0,1.0,1.0,1.0,2,2,0,2,0.5,1.0,2,3,0,36
3,1,0,0,1,0.8,0.6666666666666666,1.0,0.6666666666666666,1.0,3,2,0,2,0.5,0.6666666666666666,2,3,0,37
2,1,0,1,1,1.0,0.5,1.0,0.75,1.0,4,2,0,2,0.5,0.5,2,3,0,38
2,2,0,0,0,0.1667,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,4,0,39
1,1,0,0,0,0.3333,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,1,4,0,40
3,7,1,0,0,0.5,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,1,4,0,41
1,0,0,0,1,0.6667,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,1,4,0,42
2,0,0,0,0,0.8333,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,1,4,0,43
2,1,0,0,1,1.0,0.0,0.0,0.2,1.0,5,0,0,0,0.5,0.0,1,4,0,44
2,6,1,0,0,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,2,0,45
2,2,0,0,0,0.2,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,3,2,0,46
3,0,0,0,1,0.3,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,3,2,0,47
1,0,0,0,0,0.4,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,3,2,0,48
1,1,0,0,0,0.5,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,3,2,0,49
1,6,1,0,0,0.6,0.0,0.0,0.2,1.0,5,0,0,0,0.5,0.0,3,2,0,50
1,6,1,1,1,0.7,0.0,0.0,0.16666666666666666,1.0,6,0,0,0,0.5,0.0,3,2,0,51
1,0,0,0,0,0.8,0.14285714285714285,1.0,0.2857142857142857,1.0,7,1,0,1,0.5,0.14285714285714285,3,2,0,52
1,0,0,1,1,0.9,0.125,1.0,0.25,1.0,8,1,0,1,0.5,0.125,3,2,0,53
1,6,1,0,0,1.0,0.2222222222222222,1.0,0.3333333333333333,1.0,9,2,0,2,0.5,0.2222222222222222,3,2,0,54
2,0,0,1,0,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,2,0,55
2,2,0,0,1,0.4,1.0,1.0,0.0,0.0,1,1,0,1,0.0,1.0,3,2,0,56
3,6,1,0,0,0.6,0.5,1.0,0.5,1.0,2,1,0,1,0.5,0.5,3,2,0,57
1,7,1,0,0,0.8,0.3333333333333333,1.0,0.3333333333333333,1.0,3,1,0,1,0.5,0.3333333333333333,3,2,0,58
2,0,0,0,0,1.0,0.25,1.0,0.25,1.0,4,1,0,1,0.5,0.25,3,2,0,59
1,1,0,0,0,0.125,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,0,60
1,6,1,0,1,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,1,2,0,61
1,7,1,0,0,0.375,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,1,2,0,62
2,7,1,0,0,0.5,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,1,2,0,63
2,1,0,0,0,0.625,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,1,2,0,64
2,6,1,0,0,0.75,0.0,0.0,0.2,1.0,5,0,0,0,0.5,0.0,1,2,0,65
2,2,0,1,1,0.875,0.0,0.0,0.16666666666666666,1.0,6,0,0,0,0.5,0.0,1,2,0,66
1,6,1,0,0,1.0,0.14285714285714285,1.0,0.2857142857142857,1.0,7,1,0,1,0.5,0.14285714285714285,1,2,0,67
1,7,1,0,1,0.125,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,0,68
1,1,0,0,0,0.25,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,0,2,0,69
3,2,0,0,1,0.375,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,0,2,0,70
3,7,1,0,1,0.5,0.0,0.0,0.6666666666666666,1.0,3,0,0,0,0.5,0.0,0,2,0,71
2,0,0,1,0,0.625,0.0,0.0,0.75,1.0,4,0,0,0,0.5,0.0,0,2,0,72
1,0,0,0,0,0.75,0.2,1.0,0.6,1.0,5,1,0,1,0.5,0.2,0,2,0,73
2,7,1,0,0,0.875,0.16666666666666666,1.0,0.5,1.0,6,1,0,1,0.5,0.16666666666666666,0,2,0,74
3,2,0,0,0,1.0,0.14285714285714285,1.0,0.42857142857142855,1.0,7,1,0,1,0.5,0.14285714285714285,0,2,0,75
2,2,0,0,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,0,76
1,2,0,0,0,0.2222,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,2,0,77
3,6,1,0,0,0.3333,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0,2,0,78
3,1,0,0,1,0.4444,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0,2,0,79
3,7,1,0,0,0.5556,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,0,2,0,80
2,2,0,1,1,0.6667,0.0,0.0,0.2,1.0,5,0,0,0,0.5,0.0,0,2,0,81
1,2,0,0,0,0.7778,0.16666666666666666,1.0,0.3333333333333333,1.0,6,1,0,1,0.5,0.16666666666666666,0,2,0,82
1,2,0,0,1,0.8889,0.14285714285714285,1.0,0.2857142857142857,1.0,7,1,0,1,0.5,0.14285714285714285,0,2,0,83
2,7,1,0,1,1.0,0.125,1.0,0.375,1.0,8,1,0,1,0.5,0.125,0,2,0,84
1,6,1,0,1,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,0,85
2,6,1,1,1,0.2,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,1,2,0,86
1,2,0,0,1,0.3,0.5,1.0,1.0,1.0,2,1,0,1,0.5,0.5,1,2,0,87
2,0,0,1,0,0.4,0.3333333333333333,1.0,1.0,1.0,3,1,0,1,0.5,0.3333333333333333,1,2,0,88
2,2,0,0,1,0.5,0.5,1.0,0.75,1.0,4,2,0,2,0.5,0.5,1,2,0,89
1,1,0,0,0,0.6,0.4,1.0,0.8,1.0,5,2,0,2,0.5,0.4,1,2,0,90
2,2,0,1,1,0.7,0.3333333333333333,1.0,0.6666666666666666,1.0,6,2,0,2,0.5,0.3333333333333333,1,2,0,91
2,2,0,0,0,0.8,0.42857142857142855,1.0,0.7142857142857143,1.0,7,3,0,3,0.5,0.42857142857142855,1,2,0,92
3,2,0,1,0,0.9,0.375,1.0,0.625,1.0,8,3,0,3,0.5,0.375,1,2,0,93
2,1,0,0,1,1.0,0.4444444444444444,1.0,0.5555555555555556,1.0,9,4,0,4,0.5,0.4444444444444444,1,2,0,94
2,2,0,0,0,0.125,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,0,95
3,7,1,0,1,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,2,0,96
1,2,0,0,0,0.375,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,0,2,0,97
3,7,1,0,1,0.5,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,0,2,0,98
3,1,0,0,0,0.625,0.0,0.0,0.5,1.0,4,0,0,0,0.5,0.0,0,2,0,99
3,2,0,0,0,0.75,0.0,0.0,0.4,1.0,5,0,0,0,0.5,0.0,0,2,0,100
1,2,0,0,0,0.875,0.0,0.0,0.3333333333333333,1.0,6,0,0,0,0.5,0.0,0,2,0,101
2,6,1,0,0,1.0,0.0,0.0,0.2857142857142857,1.0,7,0,0,0,0.5,0.0,0,2,0,102
2,1,0,0,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,3,0,103
3,0,0,0,0,0.2222,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,1,3,0,104
3,7,1,0,0,0.3333,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,1,3,0,105
2,1,0,0,1,0.4444,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,1,3,0,106
3,1,0,0,0,0.5556,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,1,3,0,107
3,7,1,0,1,0.6667,0.0,0.0,0.2,1.0,5,0,0,0,0.5,0.0,1,3,0,108
1,2,0,0,0,0.7778,0.0,0.0,0.3333333333333333,1.0,6,0,0,0,0.5,0.0,1,3,0,109
1,0,0,0,0,0.8889,0.0,0.0,0.2857142857142857,1.0,7,0,0,0,0.5,0.0,1,3,0,110
1,6,1,0,0,1.0,0.0,0.0,0.25,1.0,8,0,0,0,0.5,0.0,1,3,0,111
2,6,1,0,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,4,0,112
3,0,0,1,1,0.2222,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,1,4,0,113
1,6,1,0,1,0.3333,0.5,1.0,0.5,1.0,2,1,0,1,0.5,0.5,1,4,0,114
3,7,1,0,0,0.4444,0.3333333333333333,1.0,0.6666666666666666,1.0,3,1,0,1,0.5,0.3333333333333333,1,4,0,115
1,6,1,0,0,0.5556,0.25,1.0,0.5,1.0,4,1,0,1,0.5,0.25,1,4,0,116
3,7,1,0,1,0.6667,0.2,1.0,0.4,1.0,5,1,0,1,0.5,0.2,1,4,0,117
2,7,1,1,1,0.7778,0.16666666666666666,1.0,0.5,1.0,6,1,0,1,0.5,0.16666666666666666,1,4,0,118
2,7,1,0,0,0.8889,0.2857142857142857,1.0,0.5714285714285714,1.0,7,2,0,2,0.5,0.2857142857142857,1,4,0,119
2,6,1,0,0,1.0,0.25,1.0,0.5,1.0,8,2,0,2,0.5,0.25,1,4,0,120
3,1,0,0,0,0.1429,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,4,0,121
2,1,0,0,0,0.2857,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,2,4,0,122
3,0,0,0,0,0.4286,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,2,4,0,123
3,1,0,0,0,0.5714,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,2,4,0,124
2,2,0,0,0,0.7143,0.0,0.0,0.0,0.0,4,0,0,0,0.0,0.0,2,4,0,125
1,6,1,0,1,0.8571,0.0,0.0,0.0,0.0,5,0,0,0,0.0,0.0,2,4,0,126
3,0,0,1,1,1.0,0.0,0.0,0.16666666666666666,1.0,6,0,0,0,0.5,0.0,2,4,0,127
2,2,0,0,1,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,3,0,128
2,7,1,0,0,0.5,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,3,3,0,129
3,1,0,0,0,0.75,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,3,3,0,130
2,0,0,0,0,1.0,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,3,3,0,131
2,1,0,1,0,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,4,0,132
2,7,1,0,0,0.4,1.0,1.0,0.0,0.0,1,1,0,1,0.0,1.0,3,4,0,133
3,6,1,0,0,0.6,0.5,1.0,0.0,0.0,2,1,0,1,0.0,0.5,3,4,0,134
1,2,0,0,0,0.8,0.3333333333333333,1.0,0.0,0.0,3,1,0,1,0.0,0.3333333333333333,3,4,0,135
2,2,0,0,0,1.0,0.25,1.0,0.0,0.0,4,1,0,1,0.0,0.25,3,4,0,136
1,6,1,0,0,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,3,0,137
2,1,0,0,1,0.2,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,3,3,0,138
3,0,0,0,1,0.3,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,3,3,0,139
1,0,0,0,0,0.4,0.0,0.0,0.6666666666666666,1.0,3,0,0,0,0.5,0.0,3,3,0,140
2,0,0,0,0,0.5,0.0,0.0,0.5,1.0,4,0,0,0,0.5,0.0,3,3,0,141
3,2,0,0,0,0.6,0.0,0.0,0.4,1.0,5,0,0,0,0.5,0.0,3,3,0,142
3,0,0,0,0,0.7,0.0,0.0,0.3333333333333333,1.0,6,0,0,0,0.5,0.0,3,3,0,143
2,0,0,0,1,0.8,0.0,0.0,0.2857142857142857,1.0,7,0,0,0,0.5,0.0,3,3,0,144
3,6,1,0,1,0.9,0.0,0.0,0.375,1.0,8,0,0,0,0.5,0.0,3,3,0,145
1,7,1,0,0,1.0,0.0,0.0,0.4444444444444444,1.0,9,0,0,0,0.5,0.0,3,3,0,146
2,7,1,1,1,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,4,0,147
3,0,0,0,0,0.2,1.0,1.0,1.0,1.0,1,1,0,1,0.5,1.0,0,4,0,148
2,0,0,0,0,0.3,0.5,1.0,0.5,1.0,2,1,0,1,0.5,0.5,0,4,0,149
2,6,1,0,1,0.4,0.3333333333333333,1.0,0.3333333333333333,1.0,3,1,0,1,0.5,0.3333333333333333,0,4,0,150
3,6,1,0,0,0.5,0.25,1.0,0.5,1.0,4,1,0,1,0.5,0.25,0,4,0,151
3,7,1,1,0,0.6,0.2,1.0,0.4,1.0,5,1,0,1,0.5,0.2,0,4,0,152
3,6,1,0,1,0.7,0.3333333333333333,1.0,0.3333333333333333,1.0,6,2,0,2,0.5,0.3333333333333333,0,4,0,153
3,2,0,0,0,0.8,0.2857142857142857,1.0,0.42857142857142855,1.0,7,2,0,2,0.5,0.2857142857142857,0,4,0,154
1,2,0,1,0,0.9,0.25,1.0,0.375,1.0,8,2,0,2,0.5,0.25,0,4,0,155
2,7,1,0,0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,9,3,0,3,0.5,0.3333333333333333,0,4,0,156
2,1,0,0,0,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,3,0,157
2,2,0,0,0,0.2,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,3,0,158
2,7,1,0,1,0.3,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0,3,0,159
1,1,0,0,0,0.4,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,0,3,0,160
1,6,1,0,0,0.5,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,0,3,0,161
1,0,0,0,0,0.6,0.0,0.0,0.2,1.0,5,0,0,0,0.5,0.0,0,3,0,162
1,2,0,0,0,0.7,0.0,0.0,0.16666666666666666,1.0,6,0,0,0,0.5,0.0,0,3,0,163
3,7,1,0,1,0.8,0.0,0.0,0.14285714285714285,1.0,7,0,0,0,0.5,0.0,0,3,0,164
3,2,0,0,0,0.9,0.0,0.0,0.25,1.0,8,0,0,0,0.5,0.0,0,3,0,165
2,2,0,0,1,1.0,0.0,0.0,0.2222222222222222,1.0,9,0,0,0,0.5,0.0,0,3,0,166
3,1,0,0,1,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,2,0,167
2,7,1,1,0,0.2222,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,2,2,0,168
2,0,0,1,0,0.3333,0.5,1.0,0.5,1.0,2,1,0,1,0.5,0.5,2,2,0,169
2,1,0,0,1,0.4444,0.6666666666666666,1.0,0.3333333333333333,1.0,3,2,0,2,0.5,0.6666666666666666,2,2,0,170
1,2,0,0,0,0.5556,0.5,1.0,0.5,1.0,4,2,0,2,0.5,0.5,2,2,0,171
2,1,0,0,1,0.6667,0.4,1.0,0.4,1.0,5,2,0,2,0.5,0.4,2,2,0,172
1,0,0,0,0,0.7778,0.3333333333333333,1.0,0.5,1.0,6,2,0,2,0.5,0.3333333333333333,2,2,0,173
2,2,0,0,0,0.8889,0.2857142857142857,1.0,0.42857142857142855,1.0,7,2,0,2,0.5,0.2857142857142857,2,2,0,174
2,0,0,1,0,1.0,0.25,1.0,0.375,1.0,8,2,0,2,0.5,0.25,2,2,0,175
3,0,0,0,1,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,4,0,176
2,0,0,1,0,0.2222,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,0,4,0,177
2,7,1,0,0,0.3333,0.5,1.0,0.5,1.0,2,1,0,1,0.5,0.5,0,4,0,178
3,6,1,0,0,0.4444,0.3333333333333333,1.0,0.3333333333333333,1.0,3,1,0,1,0.5,0.3333333333333333,0,4,0,179
3,6,1,0,0,0.5556,0.25,1.0,0.25,1.0,4,1,0,1,0.5,0.25,0,4,0,180
3,0,0,1,0,0.6667,0.2,1.0,0.2,1.0,5,1,0,1,0.5,0.2,0,4,0,181
1,2,0,0,0,0.7778,0.3333333333333333,1.0,0.16666666666666666,1.0,6,2,0,2,0.5,0.3333333333333333,0,4,0,182
1,7,1,0,0,0.8889,0.2857142857142857,1.0,0.14285714285714285,1.0,7,2,0,2,0.5,0.2857142857142857,0,4,0,183
2,7,1,0,0,1.0,0.25,1.0,0.125,1.0,8,2,0,2,0.5,0.25,0,4,0,184
3,6,1,0,0,0.1667,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,4,0,185
2,7,1,0,1,0.3333,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,2,4,0,186
2,0,0,0,0,0.5,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,2,4,0,187
2,1,0,0,0,0.6667,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,2,4,0,188
2,7,1,0,0,0.8333,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,2,4,0,189
2,6,1,0,0,1.0,0.0,0.0,0.2,1.0,5,0,0,0,0.5,0.0,2,4,0,190
3,6,1,0,0,0.125,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,3,0,191
2,2,0,0,0,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,3,3,0,192
1,7,1,0,0,0.375,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,3,3,0,193
3,2,0,0,1,0.5,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,3,3,0,194
1,6,1,0,0,0.625,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,3,3,0,195
2,1,0,1,0,0.75,0.0,0.0,0.2,1.0,5,0,0,0,0.5,0.0,3,3,0,196
2,0,0,0,0,0.875,0.16666666666666666,1.0,0.16666666666666666,1.0,6,1,0,1,0.5,0.16666666666666666,3,3,0,197
2,0,0,1,0,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,7,1,0,1,0.5,0.14285714285714285,3,3,0,198
2,7,1,0,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,3,0,199
2,2,0,0,1,0.2222,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,3,3,0,200
3,0,0,0,0,0.3333,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,3,3,0,201
2,0,0,0,0,0.4444,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,3,3,0,202
2,6,1,0,0,0.5556,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,3,3,0,203
3,1,0,1,0,0.6667,0.0,0.0,0.2,1.0,5,0,0,0,0.5,0.0,3,3,0,204
3,6,1,0,1,0.7778,0.16666666666666666,1.0,0.16666666666666666,1.0,6,1,0,1,0.5,0.16666666666666666,3,3,0,205
3,1,0,0,0,0.8889,0.14285714285714285,1.0,0.2857142857142857,1.0,7,1,0,1,0.5,0.14285714285714285,3,3,0,206
1,7,1,0,0,1.0,0.125,1.0,0.25,1.0,8,1,0,1,0.5,0.125,3,3,0,207
3,1,0,0,1,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,3,0,208
3,2,0,0,0,0.5,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,0,3,0,209
2,1,0,0,0,0.75,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,0,3,0,210
1,7,1,0,1,1.0,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,0,3,0,211
2,2,0,1,0,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,3,0,212
1,2,0,0,1,0.2,1.0,1.0,0.0,0.0,1,1,0,1,0.0,1.0,0,3,0,213
3,6,1,1,0,0.3,0.5,1.0,0.5,1.0,2,1,0,1,0.5,0.5,0,3,0,214
2,2,0,0,1,0.4,0.6666666666666666,1.0,0.3333333333333333,1.0,3,2,0,2,0.5,0.6666666666666666,0,3,0,215
2,6,1,1,1,0.5,0.5,1.0,0.5,1.0,4,2,0,2,0.5,0.5,0,3,0,216
3,1,0,0,0,0.6,0.6,1.0,0.6,1.0,5,3,0,3,0.5,0.6,0,3,0,217
2,0,0,0,0,0.7,0.5,1.0,0.5,1.0,6,3,0,3,0.5,0.5,0,3,0,218
2,6,1,1,1,0.8,0.42857142857142855,1.0,0.42857142857142855,1.0,7,3,0,3,0.5,0.42857142857142855,0,3,0,219
3,1,0,0,0,0.9,0.5,1.0,0.5,1.0,8,4,0,4,0.5,0.5,0,3,0,220
3,7,1,0,0,1.0,0.4444444444444444,1.0,0.4444444444444444,1.0,9,4,0,4,0.5,0.4444444444444444,0,3,0,221
2,0,0,0,0,0.125,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,2,0,222
3,1,0,0,1,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,3,2,0,223
2,2,0,0,0,0.375,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,3,2,0,224
1,2,0,1,1,0.5,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,3,2,0,225
2,2,0,0,1,0.625,0.25,1.0,0.5,1.0,4,1,0,1,0.5,0.25,3,2,0,226
2,7,1,0,0,0.75,0.2,1.0,0.6,1.0,5,1,0,1,0.5,0.2,3,2,0,227
3,2,0,1,1,0.875,0.16666666666666666,1.0,0.5,1.0,6,1,0,1,0.5,0.16666666666666666,3,2,0,228
2,0,0,0,1,1.0,0.2857142857142857,1.0,0.5714285714285714,1.0,7,2,0,2,0.5,0.2857142857142857,3,2,0,229
3,2,0,1,0,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,3,0,230
1,2,0,0,0,0.4,1.0,1.0,0.0,0.0,1,1,0,1,0.0,1.0,0,3,0,231
1,7,1,0,0,0.6,0.5,1.0,0.0,0.0,2,1,0,1,0.0,0.5,0,3,0,232
1,1,0,0,0,0.8,0.3333333333333333,1.0,0.0,0.0,3,1,0,1,0.0,0.3333333333333333,0,3,0,233
2,7,1,0,0,1.0,0.25,1.0,0.0,0.0,4,1,0,1,0.0,0.25,0,3,0,234
3,2,0,0,0,0.1429,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,0,235
2,2,0,0,0,0.2857,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,1,2,0,236
2,2,0,1,0,0.4286,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,1,2,0,237
